,Screen Name,Id,Age in Years,# of Followers,# of Followings,Follower/Following Ratio,URL,Verified,Number of Tweets,# of liked Tweets,# of lists,Botometer,Bot: 3.5 Threshold,Bot: 4.0 Threshold
1443,eeekoi13,244426215,10,154,245,0.63,0,0,374,1939,1,0.7,0,0
1444,lgombosova,1363425889720160000,0,4,40,0.1,0,0,17,83,0,3.6,1,0
1445,dayan35429027,1340334625629940000,1,25,204,0.12,0,0,319,210,0,2.4,0,0
1446,snuky22,743402278397214000,5,3,32,0.09,0,0,22,1,0,3.8,1,0
1447,mkabut1,1366286756522320000,0,24,549,0.04,1,0,1259,306,0,3.1,0,0
1448,slax05252452,1121969232546350000,2,46,24,1.92,1,0,61,91,1,1.8,0,0
1449,jongunu,1333687296973940000,1,72,138,0.52,0,0,110,101,1,2.4,0,0
1450,argemf,1374660910443230000,0,1,23,0.04,0,0,2,2,0,4.4,1,1
1451,bidogold93,1368495149257420000,0,8,56,0.14,0,0,98,72,0,3.2,0,0
1452,antiriego,1364453835343720000,0,239,3251,0.07,0,0,17101,3624,0,2.8,0,0
1453,kabooki_lou,1107282939589590000,2,464,346,1.34,0,0,11883,91870,3,0.8,0,0
1454,asnah08,1340260559682370000,1,63,207,0.3,0,0,159,124,0,2.8,0,0
1455,mikechizzan,381338876,10,270,485,0.56,1,0,19029,660,0,0.4,0,0
1456,tylerscrypto,952748996392554000,3,28231,616,45.83,1,0,9017,30436,168,0.0,0,0
1457,copywalaetweet,3362608872,6,43,34,1.26,0,0,387,781,0,1.6,0,0
1458,gerudab,1175691699177310000,2,73,148,0.49,0,0,6522,16134,0,1.2,0,0
1459,cryptocomid,2263669627,8,80,130,0.62,0,0,137,12,0,3.0,0,0
1460,polkamonio,1429404037,8,585,29,20.17,0,0,1300,284,2,0.6,0,0
1461,jonathanmonagh3,1366379660834200000,0,511,1113,0.46,1,0,68,436,3,2.0,0,0
1462,nathanevanss,1287350658845350000,1,25372,225,112.76,1,1,435,984,37,1.8,0,0
1463,martinaudley,459138400,9,1853,1059,1.75,1,0,58758,197101,21,0.6,0,0
1464,apompliano,339061487,10,675807,5582,121.07,1,1,53340,321202,7725,0.5,0,0
1465,hamalu14,1376459323237300000,0,0,1,0.0,0,0,29,13,0,4.1,1,1
1466,harryng83660961,1230080071735460000,1,112,84,1.33,0,0,211,150,0,3.6,1,0
1467,deruwish1,1266667847805270000,1,44,472,0.09,0,0,511,6917,0,1.8,0,0
1468,business,34713362,12,7180216,1311,5476.9,1,1,667475,1422,60904,3.7,1,0
1469,imdhruvm,3238710486,6,28,108,0.26,0,0,3005,847,0,3.0,0,0
1470,dustytrout,627624891,9,2000,275,7.27,1,0,10324,9551,7,0.7,0,0
1471,chinob_01,1341408658073230000,1,15,58,0.26,0,0,126,455,0,1.0,0,0
1472,johndayrit19,1003799682630340000,3,39,173,0.23,0,0,670,710,0,2.3,0,0
1473,risk_horizon,1375931092620870000,0,112,0,0.0,1,0,20,1,0,3.2,0,0
1474,yashavanatgaut1,1363849676391390000,0,0,9,0.0,0,0,32,11,0,2.7,0,0
1475,amunategui,17366048,13,12582,12448,1.01,1,0,12381,9323,63,1.1,0,0
1476,shessadandmad,1312366306327280000,1,37,111,0.33,0,0,188,191,0,2.7,0,0
1477,anshu31583315,1233107598729020000,1,239,401,0.6,0,0,18819,16926,17,2.8,0,0
1478,simplesheep1,1347192645064420000,0,3,25,0.12,0,0,69,1,0,3.6,1,0
1479,earnwithrk,975432657206108000,3,9046,257,35.2,1,0,2092,1599,6,0.8,0,0
1480,maezterowong,1314276781201860000,1,20,33,0.61,0,0,134,13,0,3.2,0,0
1481,graceletrann,1372069889364660000,0,1,50,0.02,0,0,27,19,0,4.1,1,1
1482,wazirxindia,955744720092835000,3,75291,0,0.0,1,0,9534,1614,216,3.2,0,0
1483,cnbctv18news,631810714,9,889193,210,4234.25,1,1,198858,1109,1559,3.0,0,0
1484,jelicicnick,1137132081379600000,2,219,550,0.4,0,0,105,5362,0,0.8,0,0
1485,cryptoarticles,2287149931,7,1400,30,46.67,1,0,11061,549,220,4.5,1,1
1486,bebangtanss,1321393343088110000,1,22,1356,0.02,0,0,3232,357,0,3.4,0,0
1487,rousvoalthomas,250558342,10,28,27,1.04,1,0,42,35,1,1.7,0,0
1488,mondoir,31381129,12,3459,280,12.35,1,0,1929,1178,36,0.4,0,0
1489,cryptostevewand,1129100732102250000,2,7840,2213,3.54,1,0,2678,13480,127,0.7,0,0
1490,meme_berlin,446521505,10,3030,1384,2.19,0,0,1339,2756,8,0.8,0,0
1491,risktakingsul,356822568,10,1091,487,2.24,1,0,11954,7338,2,0.6,0,0
1492,rickbrunner,56103806,12,492,373,1.32,1,0,5338,1607,40,0.2,0,0
1493,rudybouwman,3291964210,6,8748,1690,5.18,1,0,11122,12330,56,0.4,0,0
1494,cryptopapa2346,1330703250258070000,1,42,187,0.22,0,0,421,595,0,2.7,0,0
1495,klever_io,1003282031147730000,3,160759,4504,35.69,1,0,7493,22829,179,1.3,0,0
1496,xtexchange,1041953252424600000,3,10691,66,161.98,1,0,2786,7303,14,1.8,0,0
1497,rokkqi,1086314361092790000,2,17,128,0.13,1,0,32,22,0,3.4,0,0
1498,knikxknok,1351972246269650000,0,1279,852,1.5,1,0,1289,1640,6,3.1,0,0
1499,muhamma84021032,1101761193172230000,2,76,291,0.26,0,0,269,252,0,2.8,0,0
1500,_iam_ruler,743898096044638000,5,9,18,0.5,0,0,265,264,0,1.2,0,0
1501,aniobipius,951770755108360000,3,262,401,0.65,0,0,2491,1834,0,0.8,0,0
1502,danjiocex,1241033919576690000,1,66,105,0.63,0,0,136,1,0,3.0,0,0
1503,nanacuties2,1225326322257230000,1,303,532,0.57,0,0,21528,2690,0,2.0,0,0
1504,bilalel01828699,1041584883943000000,3,166,838,0.2,0,0,15655,62795,0,3.0,0,0
1505,muzamal09023517,1368501078044660000,0,0,13,0.0,0,0,8,0,0,4.2,1,1
1506,banerz_jr,239943640,10,2503,1747,1.43,0,0,18386,18596,3,0.5,0,0
1507,baba9ja,158161779,11,1405,1178,1.19,1,0,18344,126,4,0.2,0,0
1508,dloghsur,1097638897843000000,2,2226,3158,0.7,0,0,11045,4966,4,3.5,1,0
1509,coins_help,1344559160529210000,1,12860,72,178.61,1,0,82,20,4,2.1,0,0
1510,hdilao1,1347579201994450000,0,0,3,0.0,0,0,2,2,0,4.4,1,1
1511,neerajt4,77023512,12,6468,1240,5.22,1,0,105256,217938,812,0.4,0,0
1512,gabbbarsingh,108391251,11,1362578,1417,961.59,1,0,223474,10533,1415,1.0,0,0
1513,altcoin_dre,870160027792756000,4,2591,3298,0.79,0,0,5560,3831,10,1.7,0,0
1514,mrcriptcoin,1374964212938700000,0,7,76,0.09,0,0,30,97,1,3.6,1,0
1515,nezadkrstic,1332749480706380000,1,901,70,12.87,1,0,2484,823,20,3.0,0,0
1516,gelar_kencana,1362393810249020000,0,50,392,0.13,0,0,881,332,0,3.2,0,0
1517,ramdhansuripto,1370812284709200000,0,30,277,0.11,0,0,299,150,0,2.9,0,0
1518,ihzaafdian,1168341873221490000,2,55,95,0.58,1,0,81,89,0,2.2,0,0
1519,lustrousrubyj,912215444857036000,4,44,1596,0.03,1,0,8997,1892,0,3.2,0,0
1520,dalton_gla,1213437153885070000,1,89,178,0.5,0,0,281,76,0,1.1,0,0
1521,acidhead66628,1371474295323490000,0,50,119,0.42,1,0,394,107,0,2.1,0,0
1522,cryptoagape,949240185266589000,3,180,257,0.7,0,0,3188,3926,0,0.9,0,0
1523,irfandiruji,718384051556626000,5,96,361,0.27,1,0,2864,2345,0,1.6,0,0
1524,picoreteam,1126232134065140000,2,330480,1,330480.0,1,1,130,273,242,3.6,1,0
1525,coinfreess,1339148869494480000,1,747,979,0.76,0,0,1294,625,0,1.6,0,0
1526,kohnerbay,1336940335218390000,1,0,35,0.0,0,0,30,22,0,4.1,1,1
1527,elif07160826,1375701513780260000,0,18,183,0.1,0,0,197,169,0,3.7,1,0
1528,shareefa966,759857928824168000,5,8,15,0.53,0,0,12,0,0,4.1,1,1
1529,piotr44321744,1363773274002480000,0,5,8,0.63,0,0,128,166,0,2.8,0,0
1530,kopisuzuh,1314275835017210000,1,20,36,0.56,0,0,135,13,0,3.4,0,0
1531,coinumykinka,1715180113,8,88,595,0.15,0,0,358,55,0,4.1,1,1
1532,ogunubiiloladee,1351035713215720000,0,872,835,1.04,0,0,1677,8212,0,3.2,0,0
1533,sure_shila,1298046026188640000,1,2652,2455,1.08,0,0,20314,31185,3,3.0,0,0
1534,iuckyyriego,1372195525760480000,0,61,1229,0.05,1,0,4337,1392,0,2.6,0,0
1535,galaxydigital11,1323107751283740000,1,49,193,0.25,1,0,1713,268,0,3.2,0,0
1536,freebitco,2380834758,7,282642,29,9746.28,1,0,1645,2,354,1.7,0,0
1537,stackthosesats,1286528526406090000,1,2229,1592,1.4,1,0,9680,30403,32,2.3,0,0
1538,bloqport,952169739245285000,3,56518,379,149.12,1,0,4004,15108,630,1.0,0,0
1539,cryptoisnotvirt,956007492181528000,3,438,201,2.18,0,0,32388,39653,16,0.8,0,0
1540,bu_jade,1119914801373640000,2,12,67,0.18,0,0,1652,707,0,4.0,1,1
1541,hugofilgueira,66784563,12,33,118,0.28,1,0,66,37,0,3.0,0,0
1542,l0j4d,998301290257055000,3,269,755,0.36,1,0,680,692,1,1.4,0,0
1543,tommyl334,1312878859054840000,1,1,7,0.14,1,0,8,3,0,3.7,1,0
1544,bellaprotocol,1287968444952890000,1,14829,130,114.07,0,0,384,379,105,2.2,0,0
1545,fandinoputra,1192664788150530000,2,15,42,0.36,0,0,5,15,0,3.7,1,0
1546,dzumpcs,1307742715707290000,1,20,598,0.03,0,0,1738,350,0,2.8,0,0
1547,bhupend39137550,945843976656916000,4,1118,2871,0.39,0,0,3730,4346,3,0.8,0,0
1548,rebukehim,1244277254726840000,1,995,622,1.6,0,0,10380,14708,0,2.2,0,0
1549,acrypto_,1350070368153770000,0,140,258,0.54,1,0,269,174,1,1.9,0,0
1550,btcstreetart,1265577497766300000,1,5049,4976,1.01,1,0,1998,5477,43,1.6,0,0
1551,selfbankt,1163052696800230000,2,5112,2352,2.17,1,0,14920,23623,115,1.0,0,0
1552,souravjana66,1339635238746470000,1,145,240,0.6,0,0,191,268,0,3.2,0,0
1553,tumareabbujaan,870285913288572000,4,17,299,0.06,0,0,345,430,1,3.0,0,0
1554,annieporcch,728957053813850000,5,18002,518,34.75,0,0,12698,11351,13,3.1,0,0
1555,gemzcity,1099314634463630000,2,61,56,1.09,0,0,521,503,1,1.2,0,0
1556,blindboxes_io,1359791492017970000,0,13335,62,215.08,1,0,121,136,60,2.4,0,0
1557,cryptowhale_,1337673950533460000,1,19,235,0.08,0,0,145,103,0,1.6,0,0
1558,lwk7,66533796,12,138,2255,0.06,0,0,498,2211,2,3.6,1,0
1559,celonomutoh,1241031633529990000,1,70,106,0.66,0,0,134,0,0,2.8,0,0
1560,anu_7383,1363087599326220000,0,3,20,0.15,0,0,18,5,0,4.0,1,1
1561,qhatucrypto,1166012786855380000,2,177,50,3.54,0,0,13852,4,2,5.0,1,1
1562,telmo212filipe,1259138184,8,46,312,0.15,0,0,847,1298,0,1.4,0,0
1563,hasanelek12,1365319717754290000,0,8,10,0.8,1,0,22,5,0,3.3,0,0
1564,agisuwendi1,1369639628853010000,0,6,71,0.08,0,0,64,23,0,3.8,1,0
1565,jurassicasylum,1372501508412070000,0,1371,637,2.15,1,0,1334,11,0,4.5,1,1
1566,ramesh_818,1233201076217580000,1,3,60,0.05,0,0,83,141,0,4.1,1,1
1567,pjs9182,1231541109748220000,1,17,40,0.43,0,0,130,84,0,2.0,0,0
1568,levisydaus,1343943519753310000,1,1132,1059,1.07,1,0,2504,1840,4,2.1,0,0
1569,procardano,1051611313309270000,3,32,291,0.11,0,0,966,904,0,1.8,0,0
1570,ggukiewins,1332329630506770000,1,1161,4916,0.24,0,0,42368,12027,0,3.7,1,0
1571,mizteriuzh,1219856286403060000,1,217,2755,0.08,0,0,16044,6824,1,6.0,1,1
1572,fadednft,1243623698508190000,1,1341,305,4.4,1,0,4916,6304,7,1.8,0,0
1573,sinapiner,1294877666856900000,1,5,88,0.06,0,0,135,162,0,3.0,0,0
1574,mas_aly1,1223926716965380000,1,18,286,0.06,0,0,435,257,0,2.5,0,0
1575,raju71814411,1373212314548190000,0,0,9,0.0,0,0,8,5,0,4.1,1,1
1576,adeyemidapo51,769700628,9,33,151,0.22,0,0,470,209,0,1.4,0,0
1577,deployonstackos,977338163961188000,3,20149,12,1679.08,1,0,132,149,6,1.2,0,0
1578,acczee_,1373634663877460000,0,16,363,0.04,0,0,955,627,0,2.6,0,0
1579,charles05070375,1367394476977750000,0,21,75,0.28,0,0,1000,2592,0,2.0,0,0
1580,luckywinssss,1376038242198290000,0,5,0,0.0,0,0,483,192,0,2.8,0,0
1581,teleeey,1205449950361810000,2,1081,4758,0.23,0,0,75268,12538,1,3.0,0,0
1582,gianuhhh,117594638,11,269,210,1.28,1,0,17035,5587,6,0.1,0,0
1583,icekin87,3003496270,6,14,56,0.25,0,0,72,34,0,1.5,0,0
1584,cryptocon_,1046541593912660000,3,938,7,134.0,1,0,1222,655,24,1.2,0,0
1585,zupis21,938551652629565000,4,33,1924,0.02,0,0,9454,2001,0,3.4,0,0
1586,chinweubagodwi6,1267027013778500000,1,356,379,0.94,0,0,2656,3674,3,1.8,0,0
1587,tronsurfer,1569930564,8,8220,139,59.14,0,0,986,1446,10,2.1,0,0
1588,winkorg777,1320992865141410000,1,18558,52,356.88,1,0,373,743,64,2.0,0,0
1589,neilannz,868337864358084000,4,27,176,0.15,0,0,192,168,1,1.8,0,0
1590,coinmarketcap,2260491445,8,939372,1917,490.02,1,1,12174,4660,6214,3.6,1,0
1591,zenon_network,1000112212927810000,3,3556,1,3556.0,1,0,228,2,33,3.1,0,0
1592,paleobit,35725003,12,2326,3409,0.68,1,0,14288,20786,60,0.5,0,0
1593,trendingnfts,1371759487250490000,0,283,988,0.29,0,0,673,892,2,2.3,0,0
1594,cryptopunksbot,879737099074887000,4,13715,3,4571.67,1,0,10233,0,151,4.5,1,1
1595,debobabs,2308344774,7,102,1444,0.07,0,0,1799,5764,1,0.4,0,0
1596,kongerik_et,1366321854504430000,0,114,7,16.29,1,0,12,4,1,3.6,1,0
1597,eurodale,251769222,10,3138,1518,2.07,1,0,3398,2478,89,1.7,0,0
1598,robert_bernts,1357628434713830000,0,3,54,0.06,0,0,7,19,0,3.8,1,0
1599,cryptotimal,969946670913019000,3,5817,3070,1.89,1,0,10206,5614,69,0.2,0,0
1600,jeanmichelmis,48664671,12,6329,2098,3.02,1,1,10964,24211,177,2.3,0,0
1601,cryptoprasa,1357795487693240000,0,24,29,0.83,0,0,113,84,0,2.8,0,0
1602,johnyan19434715,1481314212,8,101,13,7.77,0,0,21104,2,5,4.4,1,1
1603,5_0trading,50827118,12,322,441,0.73,1,0,1287,3365,0,0.4,0,0
1604,xrpcryptowolf,944462285573099000,4,88804,2072,42.86,1,0,18329,71299,363,1.8,0,0
1605,iluvpulimunchi,914248770925223000,4,14,121,0.12,1,0,291,116,2,1.5,0,0
1606,sanityluka,1325233225,8,95,388,0.24,0,0,612,832,1,0.6,0,0
1607,anghelmriego,1155401070970990000,2,481,1657,0.29,1,0,3960,7060,1,1.6,0,0
1608,sonya_bladeber,888720925465739000,4,2312,4513,0.51,0,0,3279,3136,1,3.2,0,0
1609,mehade10,1122930980145130000,2,115,434,0.26,0,0,541,295,0,1.4,0,0
1610,naazlajpal,724608785269006000,5,66,334,0.2,1,0,2429,3036,4,1.8,0,0
1611,pickawloveyou,1373635687853910000,0,44,467,0.09,0,0,1362,2100,0,3.7,1,0
1612,aungcha54976355,1261354048927650000,1,276,711,0.39,0,0,1776,829,0,3.3,0,0
1613,_fikriiiiii,1170454037562390000,2,11,27,0.41,0,0,53,22,0,2.9,0,0
1614,onur96978033,1184189445412650000,2,81,51,1.59,0,0,7139,13035,0,1.0,0,0
1615,kriptodayii,995264206718070000,3,37836,497,76.13,0,0,7251,21435,337,1.6,0,0
1616,biswajitharic11,1299726131281570000,1,740,1402,0.53,1,0,2194,3108,5,2.2,0,0
1617,henhen_set,1361567890932080000,0,32,71,0.45,0,0,383,335,0,4.1,1,1
1618,goenawan35,965781010221645000,3,605,236,2.56,0,0,6958,8148,8,3.4,0,0
1619,sec_news,18481050,13,320503,26,12327.04,1,1,12846,8,5277,3.1,0,0
1620,decryptmedia,993530753014054000,3,38136,3001,12.71,1,0,18399,2690,779,2.3,0,0
1621,2keynetwork,991681268151701000,3,7791,179,43.53,1,0,1680,4628,36,1.1,0,0
1622,victordorofeev1,975263965700816000,3,606,258,2.35,0,0,55775,3587,15,4.4,1,1
1623,kumu24248392,1334859914427020000,1,14,63,0.22,0,0,18,16,0,3.8,1,0
1624,thefreter,293151277,10,177,410,0.43,1,0,3793,490,1,6.0,1,1
1625,liam92291942,1372132089773100000,0,13,67,0.19,1,0,37,130,0,2.2,0,0
1626,mrbeast,2455740283,7,10127123,1578,6417.7,1,1,4760,26321,2939,0.2,0,0
1627,mz_pwesh,282257545,10,369,922,0.4,0,0,8740,489,3,0.4,0,0
1628,oviohq,2676374953,7,10972,952,11.53,1,0,7318,5851,383,1.2,0,0
1629,jamie247,7032982,14,19620,8445,2.32,1,0,42543,35202,1456,0.9,0,0
1630,rohamg,188055923,11,35857,2592,13.83,1,0,7850,19657,776,0.6,0,0
1631,dapperlabs,974676150092947000,3,53700,299,179.6,1,1,719,2288,665,1.9,0,0
1632,cryptokitties,907638040377491000,4,36720,2071,17.73,1,1,4117,10584,513,1.6,0,0
1633,flow_blockchain,1167532630746820000,2,58043,54,1074.87,1,0,803,1878,608,1.5,0,0
1634,nbatopshot,1154808173674380000,2,217456,826,263.26,1,1,6941,4426,996,1.0,0,0
1635,defi_banks,1269887458780630000,1,49,144,0.34,0,0,602,221,0,3.9,1,0
1636,luckyreii,1376376840281930000,0,7,285,0.02,0,0,62,47,0,3.6,1,0
1637,jhlrsn,26558617,12,1164,4997,0.23,0,0,75945,7230,20,1.0,0,0
1638,luckyytaek00,1267120904208670000,1,424,1300,0.33,0,0,6840,5388,0,1.6,0,0
1639,senashok10,1273085190269570000,1,13,80,0.16,0,0,193,204,0,2.2,0,0
1640,syedatiqe,363461037,10,42,481,0.09,0,0,209,577,1,1.4,0,0
1641,yaredinho_r9,2661441360,7,7744,217,35.69,1,0,15438,23425,7,1.4,0,0
1642,tangocto,721276873754472000,5,1454,5002,0.29,0,0,193125,2245,193,3.4,0,0
1643,dean1874_,1272976518415850000,1,329,582,0.57,0,0,6548,4664,0,1.8,0,0
1644,dilshan81591701,1279390894991430000,1,26,93,0.28,0,0,56,29,0,2.9,0,0
1645,muzicalyouth,368239803,10,514,1131,0.45,0,0,9049,6889,1,0.3,0,0
1646,nayeem220,1371112485726520000,0,30,54,0.56,0,0,2,31,0,4.3,1,1
1647,dailymailuk,111556423,11,532966,540,986.97,1,1,311464,726,3719,3.2,0,0
1648,mailonline,15438913,13,2611862,2242,1164.97,1,1,373873,645,12940,3.4,0,0
1649,kickzhypebeast,1364824678456380000,0,111,287,0.39,0,0,6,9,0,4.4,1,1
1650,lte_max,975020947731296000,3,1521,4098,0.37,0,0,42357,68529,12,0.8,0,0
1651,mimransarwar4ir,1371670841377700000,0,47,189,0.25,0,0,364,76,1,4.0,1,1
1652,veracitiz,618808825,9,853,370,2.31,1,0,1139,46,10,3.4,0,0
1653,ingliguori,836510570,9,29415,9015,3.26,1,0,13631,44760,344,3.4,0,0
1654,antgrasso,4338452835,6,186628,47028,3.97,1,0,42779,157450,1968,3.8,1,0
1655,mvollmer1,99674560,12,71086,57918,1.23,1,0,109156,269050,760,4.2,1,1
1656,machinelearnflx,4820804277,5,95295,35348,2.7,1,0,454877,160,2254,4.1,1,1
1657,analytics_699,1155470031225880000,2,7348,5996,1.23,1,0,13010,16394,49,4.4,1,1
1658,kirkdborne,534563976,9,274707,8957,30.67,1,1,134922,207878,8316,2.0,0,0
1659,explorerdavid,1143970385962160000,2,725,1515,0.48,1,0,8987,15763,3,0.4,0,0
1660,beincrypto_de,1216767197101440000,1,546,74,7.38,1,0,2615,1159,10,2.8,0,0
1661,bubutaeoxo,1122386384537260000,2,422,607,0.7,0,0,9430,14836,2,1.8,0,0
1662,foreverbts548,1138694821147660000,2,783,1604,0.49,0,0,18807,37838,3,1.0,0,0
1663,adrianr77620616,912403841517158000,4,59,288,0.2,0,0,2363,2134,0,0.7,0,0
1664,nikodemzegzda,932755392,9,943,389,2.42,1,0,1968,11219,5,0.4,0,0
1665,cryptok35931496,1004638284478180000,3,225,308,0.73,0,0,17432,14942,9,0.1,0,0
1666,fivebalanceu,1327620209860070000,1,63,45,1.4,1,0,93,67,2,1.8,0,0
1667,cahayakeempat,1364734559401610000,0,5,18,0.28,0,0,18,13,0,3.4,0,0
1668,sir_orthur,1365308497508710000,0,218,195,1.12,1,0,520,326,0,2.3,0,0
1669,emfingerarts,3729207922,6,993,1583,0.63,0,0,11120,29793,4,0.2,0,0
1670,robin_tr0n,1291748572363280000,1,31,109,0.28,1,0,205,83,3,1.6,0,0
1671,tronfoundation,894231710065446000,4,667925,277,2411.28,1,1,7700,803,2910,1.8,0,0
1672,cypherpunkstore,106457628,11,769,0,0.0,1,0,3339,123,4,6.0,1,1
1673,stash_nft,1366250174218180000,0,260,286,0.91,1,0,560,1452,1,3.1,0,0
1674,trx_girl,1343916722,8,1205,69,17.46,1,0,1073,4242,4,0.8,0,0
1675,justinsuntron,902839045356744000,4,2322483,1588,1462.52,0,1,11713,4981,4318,1.2,0,0
1676,crypt0_kn1gh7,1196793311027030000,2,28,75,0.37,0,0,1030,1842,0,0.4,0,0
1677,polkaventures,1368962199302110000,0,17307,0,0.0,1,0,34,23,9,3.6,1,0
1678,nurulmuthia19,1190925424550780000,2,11,64,0.17,0,0,347,2,0,3.6,1,0
1679,uchephi34848174,1375569711417680000,0,3,10,0.3,0,0,17,18,0,4.3,1,1
1680,shin_lock,1311265532272800000,1,163,407,0.4,1,0,412,1464,1,1.7,0,0
1681,fucchi8,389797337,10,330,171,1.93,0,0,34749,228,4,4.4,1,1
1682,gmcrypto_,1349794841610370000,0,17,316,0.05,0,0,48,24,0,2.9,0,0
1683,ratnakarsudha,1350506878933970000,0,7,30,0.23,0,0,39,25,0,3.1,0,0
1684,talkwthme,951139312078274000,3,12813,2866,4.47,1,0,5440,11301,181,1.1,0,0
1685,lakiriva,2158902876,8,276,148,1.86,0,0,12744,0,7,1.9,0,0
1686,phoenixsquawk,950845652707155000,3,877,808,1.09,1,0,88239,19976,24,3.6,1,0
1687,ryukyuasagao,69783416,12,3734,3879,0.96,0,0,783795,509232,51,1.8,0,0
1688,coinmargin,1161258014248230000,2,138,11,12.55,1,0,475,8,0,3.2,0,0
1689,glassnode,1022821051187820000,3,154145,146,1055.79,1,0,1231,1066,2055,2.2,0,0
1690,hhunnieeee,1344208676907660000,1,368,2239,0.16,0,0,13801,3260,0,2.8,0,0
1691,harshgu39083706,1347029585305550000,0,1,33,0.03,0,0,9,4,0,4.6,1,1
1692,daniel4055,260690575,10,27,90,0.3,0,0,1179,1775,0,0.4,0,0
1693,waimoe18579852,1261553450082410000,1,51,317,0.16,0,0,457,295,0,1.6,0,0
1694,cryptoraccoon4,1371436252659130000,0,405,1362,0.3,1,0,770,1117,1,2.9,0,0
1695,deltaalpha2x,1263537860248040000,1,3595,3172,1.13,0,0,22864,53447,3,2.0,0,0
1696,funmijola,974219465088032000,3,2071,2191,0.95,0,0,12227,18700,0,0.3,0,0
1697,santanaedithh,1291383502777310000,1,42,1924,0.02,1,0,5256,2985,0,3.2,0,0
1698,jc3po_,60855135,12,294,783,0.38,0,0,1874,2519,0,1.6,0,0
1699,128bpm_xbt,928390206855708000,4,157,530,0.3,0,0,12845,11013,2,0.2,0,0
1700,tumalriego,1360171420102190000,0,106,337,0.31,1,0,3308,5898,0,3.4,0,0
1701,bukakoterus,1241029632545050000,1,66,103,0.64,0,0,130,0,0,2.9,0,0
1702,trending_medic,845650396441923000,4,69922,8459,8.27,1,0,214884,43531,35,1.3,0,0
1703,padammishra777,1365293740072440000,0,58,435,0.13,0,0,696,2765,2,2.3,0,0
1704,judeanataljud71,1335510325186050000,1,0,82,0.0,0,0,90,58,0,3.4,0,0
1705,kingcry19479239,1374300492709330000,0,0,1,0.0,0,0,2,2,0,3.9,1,0
1706,stef26821755,1361211556638430000,0,16,76,0.21,0,0,102,291,0,2.7,0,0
1707,janez_strukelj,1683007910,8,40,121,0.33,0,0,1127,633,1,0.5,0,0
1708,lizzysanders7,1367806076545030000,0,55,66,0.83,0,0,116,114,1,3.2,0,0
1709,eddy_be_me,1247677662803510000,1,8,165,0.05,0,0,37,1898,0,1.6,0,0
1710,stillbreathhhh,1317425486742520000,1,309,3948,0.08,0,0,29875,5780,0,6.0,1,1
1711,jimmysolohery,1319928368352130000,1,9,74,0.12,0,0,157,739,3,2.8,0,0
1712,m_hoenisch,3543380715,6,1844,968,1.9,1,0,8916,18035,61,0.2,0,0
1713,marthorlly_3214,1035442216733470000,3,68,291,0.23,0,0,988,2368,1,1.7,0,0
1714,nhatphongss11,1336320758360880000,1,1,76,0.01,0,0,86,52,0,3.2,0,0
1715,thumbsupdudes,1371741215591430000,0,112,364,0.31,1,0,652,174,0,2.7,0,0
1716,0xtem,1217786425434930000,1,82,37,2.22,1,0,18,125,0,2.9,0,0
1717,wizkidbot,1357938465611070000,0,99,1,99.0,0,0,5993,61,0,2.6,0,0
1718,jaketrending_,1243878304530200000,1,2,1,2.0,1,0,258,99,0,3.5,1,0
1719,andreas32737279,1125452622851390000,2,38,72,0.53,0,0,175,18947,0,1.0,0,0
1720,kosmos523,1105741499218580000,2,44,266,0.17,0,0,153,2707,0,1.8,0,0
1721,iamnotanumber16,1326668262298570000,1,750,1655,0.45,0,0,10418,27493,0,3.2,0,0
1722,divakarshubha,1376461848157950000,0,0,4,0.0,0,0,1,10,0,4.7,1,1
1723,kamath_pavan,1940437154,8,64,89,0.72,0,0,124,106,0,3.4,0,0
1724,theidsn,711814044689289000,5,9,98,0.09,0,0,137,462,0,2.2,0,0
1725,god_of_war_9977,1360666021833690000,0,9,217,0.04,0,0,290,169,1,3.1,0,0
1726,leidian82772334,1145716783015480000,2,80,377,0.21,0,0,671,519,0,1.8,0,0
1727,bnbbsc,1362863646993300000,0,2,55,0.04,0,0,7,19,0,4.6,1,1
1728,newcoinlistings,986213994171064000,3,9637,133,72.46,1,0,272,332,38,1.2,0,0
1729,santipv78,3032751369,6,215,300,0.72,0,0,3665,3042,2,1.0,0,0
1730,bitcoin_al_dia,2348303946,7,31502,117,269.25,0,0,5527,4932,251,3.5,1,0
1731,omed1011,3816269812,6,4,25,0.16,0,0,21,180,0,1.8,0,0
1732,ramyavellanki,359296663,10,6091,4701,1.3,1,0,300955,291935,223,1.4,0,0
1733,radster1975,1111922241661470000,2,1001,4047,0.25,0,0,16880,31448,4,2.0,0,0
1734,vpcrpt,126346127,11,119,164,0.73,0,0,1274,852,1,1.0,0,0
1735,imriegokim,1361647977064840000,0,78,1916,0.04,0,0,7838,1663,0,2.3,0,0
1736,habus_al,1358421512915710000,0,21,182,0.12,0,0,2511,1246,1,1.8,0,0
1737,lesjakjure,1357411157292810000,0,49,343,0.14,0,0,610,530,0,2.4,0,0
1738,bigcrypto55,1055144637596230000,3,2290,2426,0.94,0,0,3293,1939,0,3.4,0,0
1739,programagic,2505599472,7,24,41,0.59,0,0,33,1,0,4.2,1,1
1740,sb_hanika,1376407546315960000,0,0,8,0.0,0,0,17,2,0,4.2,1,1
